Resturant id,Wine Name,Wine Type,Wine Price,Company Name,Location,Tasting Score
4822,Tablas Creek,Red,91.65,Esprit de Tablas,"California,USA",95.7
4823,J Lohr,Rosé,59.33,Cuvée St. E,"California,USA",85.2
4824,Daou,Fortified,19.62,Soul of a Lion,"California,USA",94.1
4825,Saxum,White,24.89,James Berry Vineyard Red,"California,USA",89.8
4826,Giornata,Rosé,65.62,Fiano,"California,USA",82.5
4827,Tablas Creek,Red,34.38,Patelin de Tablas,"California,USA",93.3
4828,Caliza,Rosé,25.62,Kän-krēt Grenache,"California,USA",87.7
4829,Patrimony,Dessert,71.52,Cabernet Sauvignon,"California,USA",96.7
4830,L'Aventure,White,79.29,Estate Reserve,"California,USA",91.8
4831,Adelaida,Red,78.38,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",86.4
4832,Saxum,Dessert,23.68,G2 Vineyard,"California,USA",81.8
4833,Ledge Vineyards,Red,82.12,Estate Grenache Blend,"California,USA",81.7
4834,J Dusi,Rosé,91.19,Paper Street Zinfandel,"California,USA",84.8
4835,Turley,Rosé,38.93,Pesenti Vineyard Zinfandel,"California,USA",87.1
4836,LXV,Rosé,36.1,Meso Cabernet Sauvignon,"California,USA",99.4
4837,Tablas Creek,Fortified,38.05,Esprit de Tablas,"California,USA",89.6
4838,J Lohr,Sparkling,16.48,Cuvée St. E,"California,USA",82.2
4839,Daou,Fortified,31.18,Soul of a Lion,"California,USA",94.9
4840,Saxum,Red,90.76,James Berry Vineyard Red,"California,USA",85.0
4841,Giornata,Sparkling,87.95,Fiano,"California,USA",80.4
4842,Tablas Creek,White,69.37,Patelin de Tablas,"California,USA",95.7
4843,Caliza,Fortified,32.92,Kän-krēt Grenache,"California,USA",94.6
4844,Patrimony,Fortified,88.23,Cabernet Sauvignon,"California,USA",95.1
4845,L'Aventure,White,32.67,Estate Reserve,"California,USA",88.2
4846,Adelaida,Red,62.29,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",98.6
4847,Saxum,Sparkling,80.19,G2 Vineyard,"California,USA",82.5
4848,Ledge Vineyards,Fortified,32.48,Estate Grenache Blend,"California,USA",92.9
4849,J Dusi,Red,65.52,Paper Street Zinfandel,"California,USA",95.3
4850,Turley,Rosé,79.29,Pesenti Vineyard Zinfandel,"California,USA",84.3
4851,LXV,Dessert,94.04,Meso Cabernet Sauvignon,"California,USA",81.7
4852,Tablas Creek,Rosé,57.85,Esprit de Tablas,"California,USA",92.8
4853,J Lohr,Sparkling,90.94,Cuvée St. E,"California,USA",97.5
4854,Daou,Dessert,18.1,Soul of a Lion,"California,USA",83.8
4855,Saxum,White,26.2,James Berry Vineyard Red,"California,USA",86.4
4856,Giornata,Rosé,73.9,Fiano,"California,USA",97.7
4857,Tablas Creek,Dessert,97.3,Patelin de Tablas,"California,USA",82.6
4858,Caliza,Fortified,15.72,Kän-krēt Grenache,"California,USA",88.5
4859,Patrimony,Rosé,37.24,Cabernet Sauvignon,"California,USA",91.1
4860,L'Aventure,Red,86.27,Estate Reserve,"California,USA",96.8
4861,Adelaida,Rosé,42.04,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",81.7
4862,Saxum,Red,11.4,G2 Vineyard,"California,USA",96.0
4863,Ledge Vineyards,Dessert,14.34,Estate Grenache Blend,"California,USA",94.4
4864,J Dusi,Rosé,97.37,Paper Street Zinfandel,"California,USA",85.8
4865,Turley,Red,95.26,Pesenti Vineyard Zinfandel,"California,USA",94.1
4866,LXV,Rosé,36.76,Meso Cabernet Sauvignon,"California,USA",82.4
4867,Tablas Creek,Sparkling,58.8,Esprit de Tablas,"California,USA",92.5
4868,J Lohr,White,41.38,Cuvée St. E,"California,USA",86.3
4869,Daou,Dessert,63.26,Soul of a Lion,"California,USA",82.8
4870,Saxum,Red,29.86,James Berry Vineyard Red,"California,USA",87.5
4871,Giornata,Fortified,61.92,Fiano,"California,USA",87.3
4872,Tablas Creek,Red,19.93,Patelin de Tablas,"California,USA",95.3
4873,Caliza,Fortified,11.13,Kän-krēt Grenache,"California,USA",91.6
4874,Patrimony,Fortified,71.82,Cabernet Sauvignon,"California,USA",91.8
4875,L'Aventure,Dessert,73.36,Estate Reserve,"California,USA",83.5
4876,Adelaida,Dessert,49.43,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",91.0
4877,Saxum,Rosé,63.19,G2 Vineyard,"California,USA",97.8
4878,Ledge Vineyards,Fortified,33.98,Estate Grenache Blend,"California,USA",90.6
4879,J Dusi,Fortified,87.22,Paper Street Zinfandel,"California,USA",81.6
4880,Turley,White,91.94,Pesenti Vineyard Zinfandel,"California,USA",99.6
4881,LXV,Dessert,63.51,Meso Cabernet Sauvignon,"California,USA",92.6
4882,Tablas Creek,Fortified,72.58,Esprit de Tablas,"California,USA",88.0
4883,J Lohr,Red,41.19,Cuvée St. E,"California,USA",85.9
4884,Daou,Red,44.56,Soul of a Lion,"California,USA",96.4
4885,Saxum,Sparkling,83.58,James Berry Vineyard Red,"California,USA",97.1
4886,Giornata,Sparkling,22.93,Fiano,"California,USA",93.3
4887,Tablas Creek,Red,94.18,Patelin de Tablas,"California,USA",89.5
4888,Caliza,White,94.58,Kän-krēt Grenache,"California,USA",80.7
4889,Patrimony,Rosé,60.88,Cabernet Sauvignon,"California,USA",86.2
4890,L'Aventure,Red,94.4,Estate Reserve,"California,USA",83.9
4891,Adelaida,Rosé,19.54,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",90.4
4892,Saxum,Red,61.12,G2 Vineyard,"California,USA",96.3
4893,Ledge Vineyards,White,71.37,Estate Grenache Blend,"California,USA",86.4
4894,J Dusi,Dessert,31.65,Paper Street Zinfandel,"California,USA",92.7
4895,Turley,Red,51.35,Pesenti Vineyard Zinfandel,"California,USA",93.7
4896,LXV,Sparkling,13.71,Meso Cabernet Sauvignon,"California,USA",81.4
4897,Tablas Creek,Red,19.01,Esprit de Tablas,"California,USA",98.7
4898,J Lohr,Rosé,84.96,Cuvée St. E,"California,USA",93.8
4899,Daou,Sparkling,69.73,Soul of a Lion,"California,USA",82.2
4900,Saxum,Fortified,41.02,James Berry Vineyard Red,"California,USA",83.5
4901,Giornata,Red,56.4,Fiano,"California,USA",98.3
4902,Tablas Creek,Sparkling,80.79,Patelin de Tablas,"California,USA",84.5
4903,Caliza,Fortified,74.52,Kän-krēt Grenache,"California,USA",93.6
4904,Patrimony,Fortified,16.26,Cabernet Sauvignon,"California,USA",90.9
4905,L'Aventure,Sparkling,57.52,Estate Reserve,"California,USA",86.4
4906,Adelaida,Sparkling,78.6,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",84.0
4907,Saxum,Dessert,21.67,G2 Vineyard,"California,USA",86.4
4908,Ledge Vineyards,Sparkling,74.14,Estate Grenache Blend,"California,USA",90.6
4909,J Dusi,Rosé,30.68,Paper Street Zinfandel,"California,USA",94.0
4910,Turley,Fortified,49.67,Pesenti Vineyard Zinfandel,"California,USA",90.2
4911,LXV,Sparkling,43.37,Meso Cabernet Sauvignon,"California,USA",95.9
4912,Tablas Creek,White,71.87,Esprit de Tablas,"California,USA",81.3
4913,J Lohr,Red,54.78,Cuvée St. E,"California,USA",89.7
4914,Daou,Fortified,45.4,Soul of a Lion,"California,USA",85.0
4915,Saxum,Red,18.74,James Berry Vineyard Red,"California,USA",99.9
4916,Giornata,Red,72.62,Fiano,"California,USA",86.9
4917,Tablas Creek,Red,61.76,Patelin de Tablas,"California,USA",96.7
4918,Caliza,White,16.18,Kän-krēt Grenache,"California,USA",80.9
4919,Patrimony,White,32.94,Cabernet Sauvignon,"California,USA",88.1
4920,L'Aventure,White,100.0,Estate Reserve,"California,USA",83.8
4921,Adelaida,Dessert,98.25,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",98.6
4922,Saxum,Sparkling,45.77,G2 Vineyard,"California,USA",96.3
4923,Ledge Vineyards,Fortified,71.0,Estate Grenache Blend,"California,USA",88.6
4924,J Dusi,Rosé,12.89,Paper Street Zinfandel,"California,USA",88.5
4925,Turley,Sparkling,70.65,Pesenti Vineyard Zinfandel,"California,USA",91.9
4926,LXV,Sparkling,72.98,Meso Cabernet Sauvignon,"California,USA",95.9
4927,Tablas Creek,Rosé,77.67,Esprit de Tablas,"California,USA",83.8
4928,J Lohr,Red,81.76,Cuvée St. E,"California,USA",82.7
4929,Daou,Red,60.56,Soul of a Lion,"California,USA",88.1
4930,Saxum,Red,10.12,James Berry Vineyard Red,"California,USA",88.9
4931,Giornata,Sparkling,86.38,Fiano,"California,USA",93.3
4932,Tablas Creek,Sparkling,29.68,Patelin de Tablas,"California,USA",89.8
4933,Caliza,White,76.5,Kän-krēt Grenache,"California,USA",82.9
4934,Patrimony,White,27.75,Cabernet Sauvignon,"California,USA",83.5
4935,L'Aventure,White,29.97,Estate Reserve,"California,USA",83.4
4936,Adelaida,Fortified,31.76,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",98.1
4937,Saxum,Dessert,31.33,G2 Vineyard,"California,USA",88.7
4938,Ledge Vineyards,Red,73.27,Estate Grenache Blend,"California,USA",87.8
4939,J Dusi,Red,35.16,Paper Street Zinfandel,"California,USA",80.8
4940,Turley,Fortified,21.62,Pesenti Vineyard Zinfandel,"California,USA",96.9
4941,LXV,Red,59.82,Meso Cabernet Sauvignon,"California,USA",91.1
4942,Tablas Creek,White,90.67,Esprit de Tablas,"California,USA",85.9
4943,J Lohr,Sparkling,82.34,Cuvée St. E,"California,USA",94.7
4944,Daou,Red,76.44,Soul of a Lion,"California,USA",94.9
4945,Saxum,Dessert,37.64,James Berry Vineyard Red,"California,USA",91.6
4946,Giornata,Fortified,27.5,Fiano,"California,USA",85.0
4947,Tablas Creek,Dessert,36.18,Patelin de Tablas,"California,USA",97.7
4948,Caliza,Rosé,58.5,Kän-krēt Grenache,"California,USA",95.1
4949,Patrimony,Sparkling,64.12,Cabernet Sauvignon,"California,USA",92.3
4950,L'Aventure,Fortified,38.57,Estate Reserve,"California,USA",90.0
4951,Adelaida,Sparkling,40.69,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",90.9
4952,Saxum,Sparkling,92.37,G2 Vineyard,"California,USA",89.0
4953,Ledge Vineyards,Sparkling,19.57,Estate Grenache Blend,"California,USA",84.5
4954,J Dusi,Rosé,52.12,Paper Street Zinfandel,"California,USA",99.6
4955,Turley,Rosé,52.35,Pesenti Vineyard Zinfandel,"California,USA",85.6
4956,LXV,Dessert,19.08,Meso Cabernet Sauvignon,"California,USA",98.4
4957,Tablas Creek,Red,40.76,Esprit de Tablas,"California,USA",90.2
4958,J Lohr,Fortified,83.51,Cuvée St. E,"California,USA",92.5
4959,Daou,Sparkling,83.47,Soul of a Lion,"California,USA",99.1
4960,Saxum,White,83.23,James Berry Vineyard Red,"California,USA",90.9
4961,Giornata,White,33.21,Fiano,"California,USA",81.7
4962,Tablas Creek,Dessert,80.3,Patelin de Tablas,"California,USA",82.3
4963,Caliza,Dessert,54.7,Kän-krēt Grenache,"California,USA",95.2
4964,Patrimony,Rosé,32.43,Cabernet Sauvignon,"California,USA",85.1
4965,L'Aventure,Rosé,66.19,Estate Reserve,"California,USA",89.4
4966,Adelaida,Red,33.34,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",88.0
4967,Saxum,White,17.99,G2 Vineyard,"California,USA",97.4
4968,Ledge Vineyards,Sparkling,38.4,Estate Grenache Blend,"California,USA",81.9
4969,J Dusi,Red,94.02,Paper Street Zinfandel,"California,USA",81.8
4970,Turley,White,73.54,Pesenti Vineyard Zinfandel,"California,USA",85.5
4971,LXV,Dessert,21.58,Meso Cabernet Sauvignon,"California,USA",96.2
4972,Tablas Creek,Red,39.4,Esprit de Tablas,"California,USA",96.3
4973,J Lohr,Sparkling,26.52,Cuvée St. E,"California,USA",85.5
4974,Daou,Dessert,42.47,Soul of a Lion,"California,USA",83.6
4975,Saxum,Sparkling,80.67,James Berry Vineyard Red,"California,USA",84.5
4976,Giornata,Sparkling,59.34,Fiano,"California,USA",84.7
4977,Tablas Creek,Red,11.82,Patelin de Tablas,"California,USA",82.9
4978,Caliza,White,43.96,Kän-krēt Grenache,"California,USA",95.6
4979,Patrimony,White,34.34,Cabernet Sauvignon,"California,USA",98.8
4980,L'Aventure,Fortified,72.58,Estate Reserve,"California,USA",93.0
4981,Adelaida,Sparkling,97.54,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",81.5
4982,Saxum,Sparkling,43.87,G2 Vineyard,"California,USA",92.6
4983,Ledge Vineyards,Rosé,27.41,Estate Grenache Blend,"California,USA",88.9
4984,J Dusi,Sparkling,26.53,Paper Street Zinfandel,"California,USA",80.8
4985,Turley,White,77.56,Pesenti Vineyard Zinfandel,"California,USA",93.1
4986,LXV,Rosé,20.51,Meso Cabernet Sauvignon,"California,USA",96.8
4987,Tablas Creek,Fortified,87.32,Esprit de Tablas,"California,USA",86.2
4988,J Lohr,White,25.38,Cuvée St. E,"California,USA",92.9
4989,Daou,Sparkling,78.01,Soul of a Lion,"California,USA",93.7
4990,Saxum,Sparkling,93.82,James Berry Vineyard Red,"California,USA",98.4
4991,Giornata,Dessert,17.9,Fiano,"California,USA",94.6
4992,Tablas Creek,Red,28.75,Patelin de Tablas,"California,USA",96.3
4993,Caliza,Fortified,89.86,Kän-krēt Grenache,"California,USA",96.6
4994,Patrimony,Dessert,65.19,Cabernet Sauvignon,"California,USA",90.9
4995,L'Aventure,Fortified,36.7,Estate Reserve,"California,USA",95.7
4996,Adelaida,Red,25.84,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",97.3
4997,Saxum,Dessert,14.72,G2 Vineyard,"California,USA",82.4
4998,Ledge Vineyards,Dessert,85.49,Estate Grenache Blend,"California,USA",91.3
4999,J Dusi,Fortified,64.5,Paper Street Zinfandel,"California,USA",93.0
5000,Turley,Red,59.77,Pesenti Vineyard Zinfandel,"California,USA",95.5
5001,LXV,Rosé,93.62,Meso Cabernet Sauvignon,"California,USA",87.2
5002,Tablas Creek,Red,30.71,Esprit de Tablas,"California,USA",84.0
5003,J Lohr,White,52.19,Cuvée St. E,"California,USA",90.9
5004,Daou,Rosé,54.99,Soul of a Lion,"California,USA",98.7
5005,Saxum,Sparkling,55.49,James Berry Vineyard Red,"California,USA",99.8
5006,Giornata,Fortified,70.42,Fiano,"California,USA",98.7
5007,Tablas Creek,Fortified,60.45,Patelin de Tablas,"California,USA",80.8
5008,Caliza,Sparkling,60.0,Kän-krēt Grenache,"California,USA",86.4
5009,Patrimony,White,46.74,Cabernet Sauvignon,"California,USA",89.4
5010,L'Aventure,Red,79.92,Estate Reserve,"California,USA",99.0
5011,Adelaida,Fortified,59.11,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",80.8
5012,Saxum,Sparkling,90.4,G2 Vineyard,"California,USA",88.4
5013,Ledge Vineyards,Fortified,26.56,Estate Grenache Blend,"California,USA",94.2
5014,J Dusi,Sparkling,32.17,Paper Street Zinfandel,"California,USA",97.4
5015,Turley,Dessert,51.23,Pesenti Vineyard Zinfandel,"California,USA",83.2
5016,LXV,Dessert,40.93,Meso Cabernet Sauvignon,"California,USA",88.5
5017,Tablas Creek,Sparkling,69.35,Esprit de Tablas,"California,USA",99.9
5018,J Lohr,Dessert,64.3,Cuvée St. E,"California,USA",94.6
5019,Daou,White,55.27,Soul of a Lion,"California,USA",95.9
5020,Saxum,Red,82.84,James Berry Vineyard Red,"California,USA",89.1
5021,Giornata,Rosé,69.3,Fiano,"California,USA",89.6
5022,Tablas Creek,Fortified,32.36,Patelin de Tablas,"California,USA",93.8
5023,Caliza,Rosé,73.8,Kän-krēt Grenache,"California,USA",91.0
5024,Patrimony,Dessert,49.68,Cabernet Sauvignon,"California,USA",94.0
5025,L'Aventure,White,44.52,Estate Reserve,"California,USA",80.6
5026,Adelaida,White,74.35,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",80.1
5027,Saxum,Fortified,41.47,G2 Vineyard,"California,USA",92.9
5028,Ledge Vineyards,Red,40.92,Estate Grenache Blend,"California,USA",93.9
5029,J Dusi,Sparkling,63.9,Paper Street Zinfandel,"California,USA",97.1
5030,Turley,Sparkling,15.21,Pesenti Vineyard Zinfandel,"California,USA",95.5
5031,LXV,Dessert,23.65,Meso Cabernet Sauvignon,"California,USA",85.6
5032,Tablas Creek,Dessert,64.53,Esprit de Tablas,"California,USA",82.3
5033,J Lohr,Fortified,66.97,Cuvée St. E,"California,USA",95.2
5034,Daou,Sparkling,95.79,Soul of a Lion,"California,USA",81.3
5035,Saxum,Fortified,74.52,James Berry Vineyard Red,"California,USA",96.2
5036,Giornata,Rosé,73.21,Fiano,"California,USA",86.7
5037,Tablas Creek,Dessert,21.96,Patelin de Tablas,"California,USA",82.1
5038,Caliza,Fortified,37.43,Kän-krēt Grenache,"California,USA",93.6
5039,Patrimony,Fortified,32.51,Cabernet Sauvignon,"California,USA",94.6
5040,L'Aventure,Rosé,56.76,Estate Reserve,"California,USA",91.3
5041,Adelaida,Red,23.86,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",89.1
5042,Saxum,White,39.27,G2 Vineyard,"California,USA",81.8
5043,Ledge Vineyards,Dessert,39.07,Estate Grenache Blend,"California,USA",88.4
5044,J Dusi,Fortified,90.87,Paper Street Zinfandel,"California,USA",97.3
5045,Turley,Rosé,82.65,Pesenti Vineyard Zinfandel,"California,USA",85.0
5046,LXV,Red,19.01,Meso Cabernet Sauvignon,"California,USA",93.3
5047,Tablas Creek,Red,21.32,Esprit de Tablas,"California,USA",89.4
5048,J Lohr,Fortified,84.76,Cuvée St. E,"California,USA",89.4
5049,Daou,White,43.71,Soul of a Lion,"California,USA",90.4
5050,Saxum,Fortified,42.35,James Berry Vineyard Red,"California,USA",87.7
5051,Giornata,Fortified,49.03,Fiano,"California,USA",82.8
5052,Tablas Creek,White,49.85,Patelin de Tablas,"California,USA",90.9
5053,Caliza,Fortified,95.7,Kän-krēt Grenache,"California,USA",90.7
5054,Patrimony,Fortified,79.02,Cabernet Sauvignon,"California,USA",85.9
5055,L'Aventure,Red,90.61,Estate Reserve,"California,USA",92.8
5056,Adelaida,Rosé,23.56,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",80.3
5057,Saxum,Dessert,24.88,G2 Vineyard,"California,USA",97.1
5058,Ledge Vineyards,Sparkling,88.82,Estate Grenache Blend,"California,USA",95.9
5059,J Dusi,Rosé,52.89,Paper Street Zinfandel,"California,USA",98.7
5060,Turley,Sparkling,35.49,Pesenti Vineyard Zinfandel,"California,USA",98.1
5061,LXV,Fortified,13.25,Meso Cabernet Sauvignon,"California,USA",81.5
5062,Tablas Creek,Dessert,66.31,Esprit de Tablas,"California,USA",88.6
5063,J Lohr,White,59.4,Cuvée St. E,"California,USA",83.4
5064,Daou,Sparkling,45.87,Soul of a Lion,"California,USA",89.3
5065,Saxum,Red,11.56,James Berry Vineyard Red,"California,USA",92.7
5066,Giornata,Dessert,23.55,Fiano,"California,USA",89.4
5067,Tablas Creek,Fortified,24.78,Patelin de Tablas,"California,USA",84.4
5068,Caliza,Fortified,12.77,Kän-krēt Grenache,"California,USA",87.1
5069,Patrimony,Sparkling,40.59,Cabernet Sauvignon,"California,USA",86.9
5070,L'Aventure,White,50.38,Estate Reserve,"California,USA",92.6
5071,Adelaida,Rosé,69.02,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",85.5
5072,Saxum,White,58.54,G2 Vineyard,"California,USA",99.2
5073,Ledge Vineyards,Red,64.67,Estate Grenache Blend,"California,USA",88.5
5074,J Dusi,Dessert,84.59,Paper Street Zinfandel,"California,USA",97.1
5075,Turley,Dessert,39.91,Pesenti Vineyard Zinfandel,"California,USA",84.0
5076,LXV,Rosé,26.0,Meso Cabernet Sauvignon,"California,USA",90.5
5077,Tablas Creek,Rosé,81.86,Esprit de Tablas,"California,USA",89.4
5078,J Lohr,White,44.28,Cuvée St. E,"California,USA",82.4
5079,Daou,White,82.2,Soul of a Lion,"California,USA",98.2
5080,Saxum,Red,95.14,James Berry Vineyard Red,"California,USA",83.5
5081,Giornata,Fortified,24.19,Fiano,"California,USA",99.5
5082,Tablas Creek,Dessert,54.59,Patelin de Tablas,"California,USA",95.9
5083,Caliza,Sparkling,79.09,Kän-krēt Grenache,"California,USA",81.5
5084,Patrimony,White,62.74,Cabernet Sauvignon,"California,USA",98.8
5085,L'Aventure,Rosé,80.7,Estate Reserve,"California,USA",95.4
5086,Adelaida,Rosé,28.45,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.7
5087,Saxum,Red,61.75,G2 Vineyard,"California,USA",94.2
5088,Ledge Vineyards,Rosé,81.69,Estate Grenache Blend,"California,USA",84.4
5089,J Dusi,Dessert,88.25,Paper Street Zinfandel,"California,USA",88.5
5090,Turley,Red,87.46,Pesenti Vineyard Zinfandel,"California,USA",80.7
5091,LXV,Red,48.75,Meso Cabernet Sauvignon,"California,USA",81.1
5092,Tablas Creek,White,46.32,Esprit de Tablas,"California,USA",95.9
5093,J Lohr,Red,76.35,Cuvée St. E,"California,USA",88.6
5094,Daou,Fortified,37.05,Soul of a Lion,"California,USA",87.0
5095,Saxum,Dessert,45.55,James Berry Vineyard Red,"California,USA",91.6
5096,Giornata,White,90.86,Fiano,"California,USA",94.4
5097,Tablas Creek,Dessert,63.51,Patelin de Tablas,"California,USA",85.8
5098,Caliza,Fortified,87.37,Kän-krēt Grenache,"California,USA",82.4
5099,Patrimony,Fortified,50.6,Cabernet Sauvignon,"California,USA",88.8
5100,L'Aventure,White,17.6,Estate Reserve,"California,USA",94.2
5101,Adelaida,Red,10.94,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.8
5102,Saxum,Rosé,94.84,G2 Vineyard,"California,USA",87.9
5103,Ledge Vineyards,White,62.66,Estate Grenache Blend,"California,USA",84.0
5104,J Dusi,Fortified,31.11,Paper Street Zinfandel,"California,USA",93.9
5105,Turley,Sparkling,31.87,Pesenti Vineyard Zinfandel,"California,USA",84.8
5106,LXV,Sparkling,59.34,Meso Cabernet Sauvignon,"California,USA",80.5
5107,Tablas Creek,White,99.71,Esprit de Tablas,"California,USA",86.9
5108,J Lohr,Rosé,33.66,Cuvée St. E,"California,USA",94.3
5109,Daou,Dessert,17.36,Soul of a Lion,"California,USA",86.8
5110,Saxum,Rosé,43.15,James Berry Vineyard Red,"California,USA",84.0
5111,Giornata,Rosé,24.0,Fiano,"California,USA",94.5
5112,Tablas Creek,Dessert,48.31,Patelin de Tablas,"California,USA",89.1
5113,Caliza,Dessert,16.64,Kän-krēt Grenache,"California,USA",81.7
5114,Patrimony,Dessert,93.59,Cabernet Sauvignon,"California,USA",98.4
5115,L'Aventure,Rosé,45.76,Estate Reserve,"California,USA",87.8
5116,Adelaida,Dessert,13.38,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",81.7
5117,Saxum,Red,56.41,G2 Vineyard,"California,USA",93.6
5118,Ledge Vineyards,Dessert,27.17,Estate Grenache Blend,"California,USA",81.6
5119,J Dusi,White,64.81,Paper Street Zinfandel,"California,USA",91.3
5120,Turley,Fortified,72.7,Pesenti Vineyard Zinfandel,"California,USA",90.3
5121,LXV,Dessert,94.71,Meso Cabernet Sauvignon,"California,USA",93.5
5122,Tablas Creek,Red,67.99,Esprit de Tablas,"California,USA",95.8
5123,J Lohr,Sparkling,72.18,Cuvée St. E,"California,USA",81.0
5124,Daou,Fortified,88.06,Soul of a Lion,"California,USA",84.8
5125,Saxum,White,67.08,James Berry Vineyard Red,"California,USA",93.4
5126,Giornata,Fortified,30.89,Fiano,"California,USA",92.8
5127,Tablas Creek,Sparkling,35.95,Patelin de Tablas,"California,USA",85.7
5128,Caliza,Sparkling,79.25,Kän-krēt Grenache,"California,USA",92.5
5129,Patrimony,White,76.91,Cabernet Sauvignon,"California,USA",92.5
5130,L'Aventure,Rosé,30.65,Estate Reserve,"California,USA",85.3
5131,Adelaida,Rosé,45.79,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",98.3
5132,Saxum,Rosé,32.97,G2 Vineyard,"California,USA",94.7
5133,Ledge Vineyards,Dessert,26.02,Estate Grenache Blend,"California,USA",83.4
5134,J Dusi,Sparkling,10.06,Paper Street Zinfandel,"California,USA",95.3
5135,Turley,Rosé,62.18,Pesenti Vineyard Zinfandel,"California,USA",81.9
5136,LXV,Rosé,55.85,Meso Cabernet Sauvignon,"California,USA",93.8
5137,Tablas Creek,Sparkling,24.17,Esprit de Tablas,"California,USA",95.4
5138,J Lohr,Fortified,58.82,Cuvée St. E,"California,USA",82.9
5139,Daou,Rosé,19.15,Soul of a Lion,"California,USA",91.1
5140,Saxum,Rosé,70.56,James Berry Vineyard Red,"California,USA",92.8
5141,Giornata,Dessert,62.86,Fiano,"California,USA",95.3
5142,Tablas Creek,Sparkling,46.74,Patelin de Tablas,"California,USA",94.5
5143,Caliza,Dessert,15.34,Kän-krēt Grenache,"California,USA",89.7
5144,Patrimony,Rosé,29.54,Cabernet Sauvignon,"California,USA",93.8
5145,L'Aventure,Dessert,66.2,Estate Reserve,"California,USA",83.0
5146,Adelaida,Rosé,21.36,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",88.6
5147,Saxum,Rosé,11.84,G2 Vineyard,"California,USA",92.5
5148,Ledge Vineyards,White,15.02,Estate Grenache Blend,"California,USA",85.8
5149,J Dusi,Red,99.77,Paper Street Zinfandel,"California,USA",84.6
5150,Turley,Red,42.93,Pesenti Vineyard Zinfandel,"California,USA",91.9
5151,LXV,Sparkling,47.94,Meso Cabernet Sauvignon,"California,USA",81.1
5152,Tablas Creek,Rosé,56.03,Esprit de Tablas,"California,USA",84.7
5153,J Lohr,Dessert,43.32,Cuvée St. E,"California,USA",83.8
5154,Daou,Dessert,25.4,Soul of a Lion,"California,USA",84.2
5155,Saxum,Rosé,70.66,James Berry Vineyard Red,"California,USA",94.2
5156,Giornata,Rosé,86.2,Fiano,"California,USA",97.4
5157,Tablas Creek,Rosé,52.34,Patelin de Tablas,"California,USA",95.3
5158,Caliza,White,93.04,Kän-krēt Grenache,"California,USA",89.3
5159,Patrimony,Fortified,23.49,Cabernet Sauvignon,"California,USA",89.8
5160,L'Aventure,Rosé,22.97,Estate Reserve,"California,USA",80.3
5161,Adelaida,White,62.71,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.5
5162,Saxum,Dessert,35.62,G2 Vineyard,"California,USA",93.0
5163,Ledge Vineyards,White,86.91,Estate Grenache Blend,"California,USA",81.6
5164,J Dusi,Sparkling,63.93,Paper Street Zinfandel,"California,USA",81.5
5165,Turley,White,36.18,Pesenti Vineyard Zinfandel,"California,USA",96.4
5166,LXV,Dessert,77.04,Meso Cabernet Sauvignon,"California,USA",95.8
5167,Tablas Creek,Fortified,93.13,Esprit de Tablas,"California,USA",87.5
5168,J Lohr,Rosé,40.91,Cuvée St. E,"California,USA",93.7
5169,Daou,Sparkling,11.64,Soul of a Lion,"California,USA",88.0
5170,Saxum,Fortified,81.27,James Berry Vineyard Red,"California,USA",99.2
5171,Giornata,Dessert,51.12,Fiano,"California,USA",80.6
5172,Tablas Creek,Fortified,67.99,Patelin de Tablas,"California,USA",96.1
5173,Caliza,Dessert,78.89,Kän-krēt Grenache,"California,USA",80.2
5174,Patrimony,Sparkling,42.93,Cabernet Sauvignon,"California,USA",96.9
5175,L'Aventure,Fortified,47.93,Estate Reserve,"California,USA",91.7
5176,Adelaida,Fortified,86.82,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.2
5177,Saxum,Rosé,93.78,G2 Vineyard,"California,USA",83.1
5178,Ledge Vineyards,Red,29.0,Estate Grenache Blend,"California,USA",91.0
5179,J Dusi,Red,84.51,Paper Street Zinfandel,"California,USA",88.9
